name,descriptions,rel_aesthetics,key_colors,brands
Flat Design,"Cyber minimalist fashion often overlaps with ,minimalist, fashion with its smooth fabrics and limited colors, however cyber minimalism has less excess material and fits closer to the body. It is not tight to the body, but it has less bagginess than some minimalist fashion. It tends to not have patterned or textured fabric, but it is acceptable in moderation. There are few accessories as well, usually gold, silver, or black, fitting in with the minimalist fashion. 
,Media,[,]","Bauhaus,Corporate,Corporate Memphis, (subgenre),Cybercore,Cyberparadism,Cyberprep,Cyberpunk,Frutiger Aero, (contrasts),Frutiger Metro,Gen X Soft Club,Holo,Memphis Design,Minimalism,Neumorphism, (subgenre),Neubrutalism,Skeuomorphism, (contrasts),Vectorheart,Word Cloud","White, light grey, light blue, light green",
Floral Academia,"Fashion in this aesthetic combines delicate floral styles, primarily made up of pale, flower printed dresses, sweaters, and tops with sophisticated, elegant academic wear. Matching accessories are often added to embellish an outfit, including necklaces, headbands, floral hair clips, and purses, which are in a delicate, modest style with subtle floral hints. 
,Clothing:, 
,floral dresses,
,pastel dresses,
,skirt and sweater sets,
,embellished, floral tops,
,simple, pastel jumper dresses,
,pastel plaid,
,floral skirts,
,floral sweaters,
,delicate, floral blouses,
,lace knee socks,
,adorned, pastel tights,
,white or pastel flats,
,white low heel pumps,Accessories:,    
,flower, beaded, or pearl headbands,
,floral hair clips,
,floral broaches,
,silver or rose gold jewelry with floral touches,
,flower earrings and necklaces,
,dried flower sachets,Media,[,]","Bloomcore,Cottagecore,Green Academia,Light Academia,Pastel Academia,Romantic Academia","Beige, cream, white, pink, purple, green",
Foodie,,"Animecore,Candycore,Coffee House/Cafe,Honeycore,Jamcore,Kidcore,Hallyu,Lovecore,Milk,Peach,Peoplehood,Rainbowcore,Tropical,Vacation Dadcore",,
Forestpunk,"Dark greens, browns, and (some) light blues are quintessential to the clothing style associated with this aesthetic, with baggier clothing items being a suggestion but not a must. Some items to base a wardrobe are:
,Beanies,
,Light blouses,
,Long-sleeved shirts,
,Sweaters,
,Slim-to-skinny jeans,
,Straight leg jeans,
,Light jackets,
,Boots (non-rubber),
,Solid-color fabric sneakers,
,Long coats,
,Denim overalls,
,Hiking boots (like Timberlands),
,Flannels,
,Heavy coats,
,Corduroy jackets,
,Round-beaded jewelry,
,Chains,
,Caps,
,A-line skirts,Fur clothing is not unheard of, but because of the importance of being in harmony with nature, faux-furs are the preferred option. Light pendants are optional, and can be substituted with round, solid-color earrings (usually black).
,Interiors,[,]","Cabincore,Cottagecore,Cryptidcore,Earthcore,Gloomcore,Mori Kei,Mosscore,Naturecore,Natural Philosophy,Neo-Celtic,Solarpunk","Earthy tones; black, brown, dark green, red, grey, white",
Flapper,"In summary, flappers defied the previous norms by wearing short(er) skirts, makeup, and having short hair.
,Examples of flapper clothing include:
,Straight, up-and-down, knee-length or above, shift dresses, with no cleavage showing
,For day:, Heavy wool and tweed,
,For night:, Fur, velvet, quilted satin, shimmering/shiny textured silk/rayon,
,Highly visible, sheer, light-colored silk/rayon stockings fastened just above the knee with lace-adorned garters,
,2-3 inch Mary Jane heels with button fastenings in black, gold, silver, or nude,
,Colossal sparkly chandelier-style earrings,
,Cigarette holders,
,Hair cut in a shingle bob cut with bangs or an eton crop (a modern equivalent would be a pixie cut),
,Close-fitting, pulled-down bell-shaped cloche hats to keep hair in place,
,Bar arms with bangles layered up each arm,
,Long ropes of pearls or glass beads,
,Close-fitting beaded caps,
,Toques with gigantic fake flowers or beaded motifs attached,
,Narrow, sparkly scarves worn cravat-style or around the head, secured at the side,
,Shawl-collar, wraparound coats,
,Velvet/fur opera coats,
,Fox/mink stoles complete with heads and eyes attached
,Feather boa is an acceptable substitute if you are ill at ease with wearing fur,
,Small beaded bags,
,Horn-rimmed glasses,
,Kohl rimmed eyes, dark crimson cupid's bow lips, and bright cheeks with bright red blush,Key Designers,[,],Coco Chanel - knitwear,
,Jeanne Lanvin,
,Edward Molyneux,
,Jean Patou - important for knit swimwear and women's sportswear,
,Paul Poiret,
,Elsa Schiaparelli - knitwear,
,Callot Soeurs,
,Madeleine Vionnet - designs naturally emphasized shape of women's bodies,Activities,[,]","Americana,Art Deco,Electro Swing,Modernism,Old Hollywood,Roaring 20s,Vintage,Dark Gatsby,Yé-Yé Girl","Black, beige, brown, and white mixed with Deco brights in violet, jade and metallics",
Fieldcore,"Fieldcore fashion usually involves three things:
,Earth tones. Shades inspired by the desert or jungle environment, such as beige, brown, and green, are most prominent, with pops of orange, reds, or blues.,
,Natural fibers. Linens, wool, and cotton are generally safer and more durable in rugged environments, and usually last longer and can be acquired ethically, which is kinder to the earth.,
,Vintage inspiration. The obsession with adventure and exploration has historical roots in the Victorian and Edwardian era, and pop culture roots in films set during the 20s and 30s, so a good deal of Fieldcore fashion is vintage inspired.,Media,[,]","Adventurecore,Paleocore,Cryptidcore",Beige,
Figuration Narrative,,"Art Academia,Funky Seasons,New Figuration,Nouveau Réalisme,Pop Art,Urbancore",,
Film Noir,,"After Hours,Femme Fatale,Pin-up,Italian Mafia,Spy Fiction,Concore,Heistcore","Black, grey, white",
Femcel Weeaboo,,"Animecore,Denpa,Doomer,Ero-Guro,Larpercore,Waif,Weeaboo,Incel,Edgy Meme",,
Femme Fatale,"Outfits,[,],A femme fatale will be known to wear dark, sexy, well-cut and form-fitting clothes. Black, dark reds, dark emerald, and dark blue are commonly seen colors in the femme fatale wardrobe, outfits being largely monochromatic, patternless, and smooth.
,Bold coloured silk cocktail dresses/ballgowns,
,Fitted blouses,
,Leather pants,
,The Little Black Dress,
,Fur coats,
,Women's suits, possibly without a shirt layered beneath,
,Very expensive clothes (couture),Accesories,[,],A powerful sense of self and a sharp mind are just as important accessories as any dress. Pair your look with high heels, walk in like you're the hottest person in every room, and you're well on your way to embodying the spirit of the femme fatale. 
,Bold red lipstick,
,Heavy gold jewellery,
,Concealed thigh holsters (often holding a gun or a knife),
,Tacticlip,
,Musky signature scent,
,Pocket mirror,Stores,[,],La Femme En Noir,
,Micheline Pitt,Media,[,]","Coquette,Baddie,Boujee,Bubblegum Bitch,Cherry Emoji Twitter,Lustcore,Spy Fiction,Italian Mafia,Old Hollywood,Pin-up,Vintage","Red, black, dark green, dark blue, metallic tones",
Femboy,,"Tomboy, (Female counterpart) , ,Kawaii,Maidcore,Pastel,Softboy","Pink, purple",
Feralcore,"This is a list of common fashion items in the aesthetic.
,Kandi,
,Shirts with 'cursed' sayings,
,Worn/ripped jeans,
,Overalls,
,Clashing colors,
,Ripped fishnets,
,A lot of buttons/pins,
,Beanies,
,Meme socks,
,Messy makeup,
,clothing with eyes on it,
,dirt/mud stains,
,Fluffy yet messy hair,
,Light highlighter and blush, earthy eyeshadow and thick lashes,
,Lunar jewelry,
,Oversized sweaters,
,Oversized fuzzy jackets,
,Fingerless gloves,
,Moth-eaten, frayed, and dirtied clothing, worn as if they're brand new,Music,[,]","Alien, (socially),Bastardcore,Crackhead,Cryptidcore,GoofCore, (artstyle sense),Surreal Memer,Weirdcore,Goblincore,Wormcore, (spiritual successor)",Any colours,
Flamenco,"Some of the principal aspects of Flamenco's fashion contains:
,Red dresses,
,Head accessories,
,Extravagant aresses,
,Use of flowers,Media,[,]","Motomami,Lolailo,Tango,Tomato Girl Summer","Red, white, black, green, yellow",
Feísmo,,"Brutal Industrial,Doomer,Industrial, (similar energy),Soviet Brutalism, (similar energy),Soviet Nostalgia,Urbancore","Red, pale brown, pale dark orange, grey and other dull colors",
Female Horror Game Protagonist Fashion,"This page is under construction.
,Tops,[,],There are multiple types of tops that fit into the aesthetic, and could lean in multiple directions. One of them uses ,tops that have ,Kawaii, details, found in Japanese fashions. They can feature ruffles, Peter Pan collars, lace trim, and ribbons around the neck. One popular trend is the ""Milkmaid Top,"" which is a faux two-pieces top that looks like a scoop neck combined with a contrasting lace camisole. 
,Other parts of the aesthetic borrow from trends of the early 2000s. ,Knit tops with contrasting collars, are one example, as well as the general trend of ,secretary-esque feminine blouses, that shares some overlap with Kawaii. ,Pieces from this era are often layered,. For example, lace-trimmed camisoles, small vests, and lingerie bustiers are worn under Henley shirts or on top of plainer blouses. 
,Other styles ,could lean more towards tactical fashion,, especially those who prefer the aesthetics of ,Resident Evil, over the more girlish ,Fatal Frame, outfits. In this style, knit turtlenecks and puffer vests are popular and copy the character Ashley from ,Resident Evil, (the character wearing the white vest in the info box image).  
,All of these ,tops are often worn untucked, and pulled over the bottoms, elongating the waist, which is also a trend from the early 2000s. 
,Bottoms,[,],Female Horror Game Protagonist fashion contains multiple references to schoolgirl fashion, as the protagonists are often of that age. Specifically, ,pleated miniskirts, solid or plaid,, are very popular and easy to find in comparison to many of the pieces from Japan. The short length also contributes to the ultra-feminine and sexy look that is common in Coquette fashion.  
,As previously discussed, a more practical look is any type of ,dark denim skirt,, which more sporty characters wear in horror games. 
,Note that ,pants/trousers are not worn in this aesthetic,, as that interferes with the shoes and legwear.  
,Accessories,[,],This aesthetic has a strong emphasis on socks and tights. There are many styles worn, but most common are ,knee-high or above socks,, which is related to schoolgirl uniforms. 
,Gallery,[,]","Dollette,Horror","White, cream, black, red, gray",Axes Femme
Fauvism,,"Art Academia,Art Nouveau,Cubism,Impressionism,Modernism,Post-Impressionism",Pure and vibrant colors,
Fashwave,"While the original Nazis had ties to Hugo Boss and Coco Chanel (style icons of the time and Chanel itself has only become more popular as time has progressed), the Fashwave crowd doesn't really have an established fashion style and will often look normal and unassuming, if not a bit dapper in some instances (like with Richard Spencer, the man who coined the term ""alt-right"" who appeared to be a respectable white nationalist until he was recorded during a particularly unhinged rant about Jewish people and all enemies to the alt-right.  There could be considered some crossover into the ,Incel, community (since often times, members of Fashwave or other alt-right communities will reach out to these people and attempt to recruit them into their numbers), but other than that, a lot of official Fashwave fashion aesthetics could tie into ,Nazi Chic, territory, but rather than it being done as a statement to offend and shock, it's a genuine attempt at promoting their values.
,Music","Cottagecore,Geek,Incel,Laborwave,Nazi Chic,Punk,Synthwave,Vaporwave","black, white, blue, cyan, purple, magenta, pink","QAnon, GamerGate, Alt-right/Dissident Right, 4chan, /pol/, the KKK, Identity Evropa, Atomwaffen Division, Heritage Front, Bloc Identitaire, Vanguard America, Proud Boys, Oath Keepers, the American Nazi Party, The Rise Above Movement, the Council of Conservative Citizens, Antipodean Resistance, the Unite The Right Rally in Charlottesville, the attempted Capitol Coup on 1/6/21"
Farmer's Daughter,"Fabrics,[,],denim,
,satin,
,lace,
,plain cotton,Tops,[,],Lingerie corsets and teddies,
,Denim vests,
,Bandanas tied to be tops,
,Crocheted tops,Bottoms,[,],Overalls with nothing underneath. This is inspired by the protagonist of the movie ,X, (2022),
,Bloomer-style shorts and underwear,
,Denim micro-shorts,
,Vintage tap pants,Accessories,[,],Country-style bandanas as a headband,
,Ribbons and bows in hair braids/pigtails,
,Underwear being visible such as laced,
,Ruffled socks,
,cowboy boots,Media,[,]","Cottagecore,Coquette,Country,Tomato Girl Summer,Buckle Bunny","Red, white, blue, natural colors and light pastels",
Fantasy Astronomy,,"Mad Scientist,Science Academia,Spacecore,Wizardcore","Navy blue, bluish purple, silver, gold, midnight blue",
FantasY2K,"Clothing elements and motifs include:
,Velvet,
,Brocade,
,Crochet,
,Lace,
,Silk,
,Chiffon,
,Lace-up Details,
,Corsets/Stays,
,Long Skirts,
,Hip Belts,
,Flare Sleeves,
,Puff Sleeves,
,Empire Waistlines,
,Dropped Waistlines,
,Metallic Beading,
,Embroidery,
,Art Nouveau Motifs,
,Bohemian Influences,
,Elaborate Jewellery,Media,[,]","2000's Autumn,Bohemian,Camp,Cottagecore,Ethereal,Fairycore,Fairy Grunge,Fantasy,Kinderwhore,Medieval Fantasy,Mythpunk,Pixiecore, ,Whimsigothic,Y2K,2K1","jewel tones, earth tones, green, brown, orange, red, yellow, blue,",Anna Sui  
Fantasy,"Long cloaks,
,Loose hooded trench coats, with lots of inner pockets,
,White poet shirts (or just regular white shirts with puff sleeves),
,Cool leather belts, all of 'em,
,Brown corduroy jeans,
,Combat or leather boots,
,Medieval style/viking fashion,
,Brass accessories,
,Hair combs,
,Brass belts,
,Linen dresses,
,Princess dresses,
,Ball gowns,
,Corsets,
,Crowns or tiaras,
,Knives, daggers, or swords,Activities,[,]","Adventurecore,Animecore,Bardcore,Cartooncore,Dark Fantasy,Dragoncore,Game Night,Knightcore,Modernisme,Rangercore,Spanish Golden Age,Ukrainian New Wave,Witchcore,Wizardcore",,
Fairy Kei,"Fairy Kei is centered around muted pastels and 80's revivalist cartoons and motifs such as My Little Pony G1, Care Bears, Rainbow Brite, vintage 80's Barbie, etc. The look is very much a ‘fantasy style’, emulating the worlds of 80's girls’ cartoons and early shoujo manga. It began with Tavuchi, founder of the vintage and repurposed vintage boutique SPANK!, as her personal style, and then the look took off from there. 
,Fabric is usually lightweight for dresses and skirts, such as the loose A-line dresses and the fluttery colored petticoats. Thick, fluffy sweaters, over-sized 80's sweatshirts; this is also the land from whence comes the mokomoko accessories craze, and stuffed animals are sewn onto sweaters and scarves, or as the usual purse. Dress length can be ankle length, knee-length or mini-skirt length; anything fluttery and flowy works. 
,The most important aspects of fairy kei are the vintage/fantasy world factor, and the color palette. Color is one of the most important features here, less so the structure or item. Pastels and neon-tinted pastels, or high-saturated pastels. Popular colors are pastel pink, baby blue, lavender, light yellow and in smaller doses, ‘white-with-black-dots’. Dark and overly bright colors are not allowed outside of accents. Several motifs and themes are often found in fairy kei as well: most notably the unicorn, followed by kittens, any vintage 80's toy or franchise, moons and stars, rainbows, and naturally sweets such as cotton candy and conversation hearts (the chalky American candy that say things like UR CUTE).
,Media,[,]","Harajuku Fashion,Pastel,Vintage,Yume Kawaii,Decora,Cult Party Kei,Unicorncore",Pastel,
Fairy Tale,"Gold,
,Silver,
,White,
,Glitter,
,Gems,
,Lace,
,Ribbon,
,Complex patterns,
,Layers of large fabrics,
,Translucent materials,
,Embroidery,
,Puff sleeves,
,Satin,
,Silk,
,Dresses, especially ball gowns,
,Skirts,
,Corsets,
,Capes and cloaks,
,Heels, especially stilettos,
,Flats,
,Jewelry,
,Crowns and tiaras,
,Music,[,]","Adventurecore,Christcore,Cottagecore,Dark Fantasy,Dragoncore,Ethereal,Fantasy,Fairycore,Fairy Academia,Hermaphroditus,Medieval Fantasy,Naturecore,Princesscore,Woodland Goth","Earth tones, Gold, Silver, ",
